event_id,event_type,zone_id,timestamp,hour_of_day,minutes_since_event_start,is_peak_hour,crowd_density,capacity_utilization,flow_rate_in,flow_rate_out,net_flow,temperature_celsius,noise_level_db,adjacent_zone_pressure,exit_proximity_score,dwell_time_minutes,anomaly_label,anomaly_code,is_anomaly,density_rolling_mean_5,density_rolling_std_5,density_rolling_mean_10,density_rolling_std_10,density_delta,density_delta_abs,density_z_score,flow_imbalance_ratio,crowding_pressure,perceptual_overload
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:05:30,17.083,5.5,1,0.1101,0.1101,43.89,19.72,24.16,18.86,57.75,0.1362,1.0,44.66,NORMAL,0,0,0.10608,0.011267519691573632,0.10474000000000001,0.02863941340181394,0.013700000000000004,0.013700000000000004,0.1871546712496738,0.3799717025624902,0.0,0.06358275
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:06:00,17.1,6.0,1,0.1119,0.1119,21.15,47.79,-26.64,17.58,61.15,0.1366,1.0,18.73,NORMAL,0,0,0.10522000000000001,0.01043537253767203,0.11086,0.021443320638371278,0.001799999999999996,0.001799999999999996,0.048499950988887146,-0.3864229765013055,0.0,0.06842685
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:06:30,17.1,6.5,1,0.1477,0.1477,66.2,31.78,34.43,18.64,63.12,0.1369,0.8466,37.18,NORMAL,0,0,0.1116,0.021935587523474256,0.11752,0.02151566870910591,0.0358,0.0358,1.4026986754646928,0.3512961828944683,0.0031017679419999993,0.09322823999999999
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:07:00,17.117,7.0,1,0.1498,0.1498,30.74,76.63,-45.89,18.13,62.23,0.1423,0.8343,15.64,NORMAL,0,0,0.12318,0.024110931130920662,0.12299,0.022127029724851078,0.0020999999999999908,0.0020999999999999908,1.21164025779246,-0.42740057744248866,0.003532150677999999,0.09322053999999999
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:07:30,17.117,7.5,1,0.1472,0.1472,60.45,48.01,12.43,18.29,62.18,0.1363,0.849,24.53,NORMAL,0,0,0.13334,0.020426771648990434,0.12366999999999999,0.022815299447714633,-0.002599999999999991,0.002599999999999991,1.0313254951539532,0.1146966623640052,0.0030295673600000002,0.09152896
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:08:00,17.133,8.0,1,0.1297,0.1297,79.29,66.25,13.04,17.88,60.51,0.1506,0.9636,15.66,NORMAL,0,0,0.13726,0.016319712007262854,0.12166999999999999,0.021091443762815264,-0.017499999999999988,0.017499999999999988,0.38072310697654144,0.08959736155008935,0.0007109946479999999,0.07848147
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:08:30,17.133,8.5,1,0.1187,0.1187,45.26,48.7,-3.45,17.37,61.23,0.1745,1.0,19.49,NORMAL,0,0,0.13862000000000002,0.013760704923803846,0.12191999999999999,0.021034141558692383,-0.01100000000000001,0.01100000000000001,-0.1530844503929526,-0.036611323967645854,0.0,0.07268001
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:09:00,17.15,9.0,1,0.1704,0.1704,59.97,71.86,-11.89,18.73,61.61,0.1837,0.7334,18.98,NORMAL,0,0,0.14316,0.01988650296055089,0.12738,0.02581269282951916,0.051699999999999996,0.051699999999999996,1.6666219322457796,-0.0901919138284154,0.008345241167999999,0.10498344
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:09:30,17.15,9.5,1,0.173,0.173,36.97,84.14,-47.17,18.83,62.23,0.1866,0.7225,16.45,NORMAL,0,0,0.1478,0.024086199368102867,0.13548999999999997,0.02616462624741016,0.002599999999999991,0.002599999999999991,1.433614974863738,-0.3894806374370407,0.008958199499999996,0.10765789999999999
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:10:00,17.167,10.0,1,0.2069,0.2069,69.65,44.79,24.86,18.5,64.34,0.1963,0.6041,36.96,NORMAL,0,0,0.15974,0.0357078842834464,0.14654,0.03075282100881149,0.03390000000000001,0.03390000000000001,1.9627467666366372,0.21723173715484104,0.016079268673,0.13311946
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:10:30,17.167,10.5,1,0.259,0.259,65.73,108.5,-42.77,19.93,64.54,0.1783,0.4827,19.09,NORMAL,0,0,0.1856,0.05173649582258155,0.16143000000000002,0.04423909909671405,0.05210000000000001,0.05210000000000001,2.2055150758539566,-0.24548011249497786,0.023888758809999997,0.16715860000000002
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:11:00,17.183,11.0,1,0.22,0.22,69.97,70.06,-0.09,19.63,63.31,0.1719,0.5682,25.12,NORMAL,0,0,0.20586,0.03661308509262771,0.17224,0.043998161577754796,-0.03900000000000001,0.03900000000000001,1.0854999001628096,-0.0006427194172677527,0.016329812399999998,0.13928200000000002
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:11:30,17.183,11.5,1,0.2372,0.2372,102.21,130.96,-28.76,18.51,68.14,0.1816,0.527,14.49,NORMAL,0,0,0.21922000000000003,0.032382124698666644,0.18119,0.04742140749586504,0.017199999999999993,0.017199999999999993,1.1811121381178713,-0.12330059613157787,0.02037472096,0.16162807999999998
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:12:00,17.2,12.0,1,0.2199,0.2199,95.08,64.83,30.26,18.68,66.73,0.1771,0.5684,27.14,NORMAL,0,0,0.2286,0.020116286933725996,0.18819999999999998,0.047446859163114696,-0.017299999999999982,0.017299999999999982,0.6681158786721901,0.18916890751047466,0.016808355564000003,0.14673927
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:12:30,17.2,12.5,1,0.2247,0.2247,138.27,61.35,76.92,18.48,69.57,0.1804,0.5564,29.3,NORMAL,0,0,0.23216,0.01658019903378711,0.19595,0.04632189906872698,0.004799999999999999,0.004799999999999999,0.620656764467798,0.38533213104899317,0.017981716368,0.15632379
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:13:00,17.217,13.0,1,0.1904,0.1904,50.17,85.29,-35.13,18.68,65.82,0.1784,0.6564,17.86,NORMAL,0,0,0.21844000000000002,0.017189618960290996,0.20202,0.040255787713624994,-0.0343,0.0343,-0.2886541454029747,-0.25926472759486197,0.011671184896000001,0.12532128
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:13:30,17.217,13.5,1,0.1673,0.1673,99.73,78.33,21.4,18.98,64.93,0.1866,0.7472,17.09,NORMAL,0,0,0.20790000000000003,0.02845760003935673,0.20688,0.030933290229854964,-0.02310000000000001,0.02310000000000001,-1.2795276450029798,0.12018420757048189,0.007891955904,0.10862789
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:14:00,17.233,14.0,1,0.1677,0.1677,43.58,58.42,-14.84,18.72,61.14,0.3147,0.7453,22.97,NORMAL,0,0,0.194,0.027526532654876777,0.20661000000000002,0.03129673216878147,0.0003999999999999837,0.0003999999999999837,-1.243260791259632,-0.14549019607843142,0.013441840893,0.10253178
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:14:30,17.233,14.5,1,0.1949,0.1949,119.01,85.87,33.14,19.15,63.79,0.2938,0.6412,18.16,NORMAL,0,0,0.189,0.02364233491007176,0.2088,0.029391797797647116,0.027200000000000002,0.027200000000000002,-0.47292105422393566,0.16175322139789144,0.020545469256,0.12432671
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:15:00,17.25,15.0,1,0.2123,0.2123,130.29,30.23,100.06,18.01,61.79,0.2791,0.5887,56.18,NORMAL,0,0,0.18652,0.019193019564414496,0.20934,0.02940261515201962,0.0174,0.0174,0.10067131731976817,0.6233491153750311,0.024370730109,0.13118016999999998
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:15:30,17.25,15.5,1,0.2504,0.2504,79.77,105.66,-25.89,18.71,65.12,0.2773,0.4991,18.96,NORMAL,0,0,0.19851999999999997,0.03470982569820824,0.20848,0.027874791479040626,0.03810000000000002,0.03810000000000002,1.503867752033953,-0.13962142048212264,0.034780452328,0.16306048
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:16:00,17.267,16.0,1,0.2472,0.2472,151.2,47.86,103.33,19.05,67.01,0.2692,0.5057,41.31,NORMAL,0,0,0.2145,0.03513310404732261,0.2112,0.030341720452208967,-0.0032000000000000084,0.0032000000000000084,1.1864851255453148,0.5191399578016678,0.032893806431999996,0.16564872
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:16:30,17.267,16.5,1,0.2508,0.2508,47.95,36.16,11.79,18.75,65.95,0.2784,0.4984,55.49,NORMAL,0,0,0.23112,0.025902065554700357,0.21256,0.03190131310428732,0.00360000000000002,0.00360000000000002,1.1986967393784436,0.14017358221376777,0.035023076352000006,0.16540260000000004
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:17:00,17.283,17.0,1,0.2592,0.2592,162.16,134.4,27.76,18.77,67.68,0.2787,0.4823,15.43,NORMAL,0,0,0.24398,0.018257655928404202,0.21649000000000002,0.035160282200864666,0.008399999999999963,0.008399999999999963,1.2147229011418355,0.09360669004585916,0.037398151008,0.17542656
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:17:30,17.283,17.5,1,0.2522,0.2522,58.83,106.54,-47.72,19.35,66.82,0.2551,0.4957,18.93,NORMAL,0,0,0.25196,0.004441621325596369,0.21924000000000002,0.036905862226300344,-0.007000000000000006,0.007000000000000006,0.8930830500015136,-0.2885045655197436,0.032444755746,0.16852003999999998
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:18:00,17.3,18.0,1,0.2613,0.2613,158.48,89.13,69.35,18.78,67.02,0.2671,0.4783,23.46,NORMAL,0,0,0.2541399999999999,0.005915065511048229,0.22633,0.037554406458422965,0.009099999999999997,0.009099999999999997,0.9311823377828051,0.2800775412947781,0.036411128091,0.17512325999999998
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:18:30,17.3,18.5,1,0.2408,0.2408,42.31,58.49,-16.17,18.37,65.77,0.2715,0.5192,32.93,NORMAL,0,0,0.25286,0.008086284684575012,0.23367999999999997,0.031407033890161834,-0.02049999999999999,0.02049999999999999,0.22670080928050756,-0.160515873015873,0.031433357759999996,0.15837415999999999
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:19:00,17.317,19.0,1,0.2742,0.2742,98.27,132.29,-34.02,19.32,72.01,0.2681,0.4559,16.58,NORMAL,0,0,0.25754,0.012279983713343939,0.24433,0.023645297864715236,0.03340000000000001,0.03340000000000001,1.2632532764399471,-0.1475537820957668,0.039998434182,0.19745142000000002
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:19:30,17.317,19.5,1,0.2553,0.2553,157.24,114.71,42.53,19.13,66.24,0.2717,0.4896,17.8,NORMAL,0,0,0.25676,0.012272041394975506,0.25037,0.016138638934763427,-0.018899999999999972,0.018899999999999972,0.3054780530085831,0.15638904210332788,0.035403901104,0.16911072000000002
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:20:00,17.333,20.0,1,0.2669,0.2669,68.29,66.35,1.94,19.83,65.4,0.2788,0.4684,32.18,NORMAL,0,0,0.2597,0.012661161084197306,0.25583,0.00983136138419606,0.0116,0.0116,1.12598851444878,0.014408793820558617,0.039557270352000004,0.17455260000000003
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:20:30,17.333,20.5,1,0.3101,0.3101,92.48,135.94,-43.46,20.02,74.1,0.2904,0.4032,18.25,NORMAL,0,0,0.26946,0.025992941349527763,0.26180000000000003,0.019519904371350302,0.04319999999999996,0.04319999999999996,2.474397367995854,-0.19026354960161102,0.053743654271999994,0.22978409999999996
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:21:00,17.35,21.0,1,0.2975,0.2975,65.31,108.4,-43.09,19.78,69.63,0.302,0.4201,21.96,NORMAL,0,0,0.2808,0.02249666641971621,0.26683,0.02169885045598279,-0.0126,0.0126,1.413438931348719,-0.24805710667203962,0.0521011155,0.20714924999999998
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:21:30,17.35,21.5,1,0.3188,0.3188,171.91,125.88,46.04,19.91,67.61,0.3106,0.3921,20.26,NORMAL,0,0,0.28972,0.02750912575855482,0.27363,0.026287050043700078,0.021299999999999986,0.021299999999999986,1.7183365925392369,0.15457201383525304,0.06019382031199999,0.21554067999999998
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:22:00,17.367,22.0,1,0.3156,0.3156,120.56,96.15,24.41,18.67,65.37,0.3087,0.3961,26.26,NORMAL,0,0,0.30178,0.021123612380461395,0.27927,0.028779315488732384,-0.0031999999999999806,0.0031999999999999806,1.262364979258239,0.11263901065940655,0.058835392307999994,0.20630772
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:22:30,17.367,22.5,1,0.3057,0.3057,63.57,124.78,-61.2,19.92,69.0,0.3142,0.4089,19.6,NORMAL,0,0,0.30954000000000004,0.008403749163318742,0.28462,0.02815389454014789,-0.009899999999999964,0.009899999999999964,0.748741882581809,-0.32498009025749935,0.056775710634,0.21093300000000004
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:23:00,17.383,23.0,1,0.3125,0.3125,113.36,114.53,-1.18,18.66,70.0,0.3356,0.4001,21.82,NORMAL,0,0,0.31002,0.008511580346796967,0.28974,0.028097259652855668,0.006799999999999973,0.006799999999999973,0.8100434092577703,-0.0051340559041642975,0.06291451249999999,0.21875
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:23:30,17.383,23.5,1,0.3288,0.3288,178.98,162.97,16.0,19.8,68.69,0.3483,0.3801,16.14,NORMAL,0,0,0.31628,0.00851158034679689,0.29854,0.024633455119229666,0.01629999999999998,0.01629999999999998,1.2284107062341418,0.04681971048398886,0.070991592696,0.22585271999999995
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:24:00,17.4,24.0,1,0.3425,0.3425,130.41,68.45,61.97,19.98,73.54,0.3445,0.365,40.03,NORMAL,0,0,0.32101999999999997,0.014650836153611794,0.30537,0.02653052958385851,0.013700000000000045,0.013700000000000045,1.3995197450785297,0.311575983103691,0.07492444375,0.25187450000000006
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:24:30,17.4,24.5,1,0.3298,0.3298,185.1,50.48,134.62,19.12,67.24,0.3358,0.379,52.27,NORMAL,0,0,0.32386,0.014713701097955535,0.31282,0.02073541254311874,-0.012700000000000045,0.012700000000000045,0.8188889401014104,0.5714406995500467,0.06877378763999999,0.22175751999999996
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:25:00,17.417,25.0,1,0.3355,0.3355,91.12,49.73,41.39,19.79,70.12,0.3394,0.3726,53.96,NORMAL,0,0,0.32982,0.011113820225286078,0.31968,0.014160806631136457,0.005700000000000038,0.005700000000000038,1.1171679984115699,0.293858714944977,0.07144122238,0.23525260000000003
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:25:30,17.417,25.5,1,0.3483,0.3483,80.69,194.62,-113.94,19.88,70.34,0.3467,0.3588,14.32,NORMAL,0,0,0.33697999999999995,0.00835565676652517,0.3235,0.016282778905607084,0.012799999999999978,0.012799999999999978,1.5230815417790844,-0.4138244161127457,0.077428497132,0.24499422000000004
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:26:00,17.433,26.0,1,0.3484,0.3484,57.71,79.81,-22.1,19.52,69.35,0.3462,0.3588,34.92,NORMAL,0,0,0.3409,0.008153833454270301,0.32859,0.01516973961543159,9.999999999998899e-05,9.999999999998899e-05,1.3058892573111833,-0.16070389761489237,0.077339030496,0.24161539999999998
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:26:30,17.433,26.5,1,0.3478,0.3478,182.9,148.6,34.29,20.05,72.11,0.3478,0.3594,18.73,NORMAL,0,0,0.34196,0.008737448140045092,0.33148999999999995,0.015847078244549805,-0.0005999999999999894,0.0005999999999999894,1.0292118047444772,0.10346907993966821,0.07749007650400001,0.25079858
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:27:00,17.45,27.0,1,0.3372,0.3372,83.39,149.0,-65.61,20.16,69.5,0.3578,0.3707,18.1,NORMAL,0,0,0.34344,0.006504075645314804,0.33365,0.014883342665170477,-0.010599999999999998,0.010599999999999998,0.23852168695326717,-0.2823271225095744,0.075925145688,0.234354
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:27:30,17.45,27.5,1,0.3805,0.3805,96.14,136.37,-40.23,20.06,71.22,0.3628,0.3285,22.32,NORMAL,0,0,0.35244,0.016390637571491097,0.34113000000000004,0.017788388847160195,0.043300000000000005,0.043300000000000005,2.213241476688606,-0.17302481613694037,0.0926974861,0.2709921
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:28:00,17.467,28.0,1,0.3802,0.3802,231.83,88.67,143.16,19.44,70.48,0.3616,0.3288,34.3,NORMAL,0,0,0.35882,0.020152965042394482,0.3479,0.01854813557566713,-0.00030000000000002247,0.00030000000000002247,1.7414149184014818,0.4466770670826834,0.092276790784,0.26796496000000003
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:28:30,17.467,28.5,1,0.3725,0.3725,230.19,91.39,138.8,20.37,70.47,0.3927,0.3356,32.61,NORMAL,0,0,0.36364,0.019918408570967033,0.35226999999999997,0.01869545696449023,-0.007699999999999985,0.007699999999999985,1.0820810659201578,0.4316188817712545,0.09718893029999999,0.26250075
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:29:00,17.483,29.0,1,0.3969,0.3969,200.78,148.76,52.02,21.34,74.87,0.3825,0.3149,21.35,NORMAL,0,0,0.37346,0.022136689002648317,0.35771000000000003,0.02296405161696562,0.024399999999999977,0.024399999999999977,1.7065803828383121,0.1488241689077073,0.10400794267499999,0.29715903
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:29:30,17.483,29.5,1,0.4028,0.4028,214.04,117.92,96.12,20.08,69.29,0.3764,0.3104,27.32,NORMAL,0,0,0.38658000000000003,0.012703424735084947,0.36501,0.024647219811663113,0.005900000000000016,0.005900000000000016,1.5332358086942401,0.28955295818773347,0.104552959232,0.27910012
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:30:00,17.5,30.0,1,0.4171,0.4171,248.37,211.19,37.18,20.04,73.25,0.3781,0.2997,15.8,NORMAL,0,0,0.39390000000000003,0.017833255451542403,0.37317,0.027170328996494915,0.014300000000000035,0.014300000000000035,1.6168372494005199,0.08090347288710942,0.11044116865299998,0.30552575
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:30:30,17.5,30.5,1,0.4135,0.4135,223.34,131.71,91.63,20.02,73.46,0.3673,0.3023,25.12,NORMAL,0,0,0.40056,0.017654970971371354,0.37968999999999997,0.028337115433845865,-0.0036000000000000476,0.0036000000000000476,1.1931348509671287,0.2580763272778482,0.105965664335,0.30375709999999995
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:31:00,17.517,31.0,1,0.41,0.41,185.53,80.26,105.27,19.99,73.65,0.3585,0.3049,40.87,NORMAL,0,0,0.40806,0.008174533625838443,0.38584999999999997,0.027461295995960776,-0.003500000000000003,0.003500000000000003,0.8794195293460358,0.39606456224839154,0.10216927349999999,0.301965
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:31:30,17.517,31.5,1,0.416,0.416,94.61,106.13,-11.52,19.89,73.16,0.3913,0.3005,31.36,NORMAL,0,0,0.41188,0.00576255151820462,0.39267,0.02534912008115631,0.006000000000000005,0.006000000000000005,0.920347527855324,-0.05738766563714255,0.11386516959999998,0.3043456
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:32:00,17.533,32.0,1,0.4246,0.4246,248.35,176.59,71.76,20.3,72.81,0.4005,0.2944,19.24,NORMAL,0,0,0.41624,0.005411376904260241,0.40141,0.01814120233673101,0.008599999999999997,0.008599999999999997,1.2783055703560802,0.16887089942109473,0.11998890288,0.30915126
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:32:30,17.533,32.5,1,0.4576,0.4576,110.78,140.63,-29.85,19.81,78.38,0.4178,0.2732,26.03,NORMAL,0,0,0.42433999999999994,0.01935840902553614,0.40912,0.023775748615389884,0.03300000000000003,0.03300000000000003,2.039052514570214,-0.11873036076528377,0.138953461504,0.35866687999999997
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:33:00,17.55,33.0,1,0.4714,0.4714,255.48,148.08,107.4,21.17,77.46,0.4167,0.2652,25.47,NORMAL,0,0,0.43592,0.027044629781159048,0.41824000000000006,0.028476625892514245,0.013799999999999979,0.013799999999999979,1.866794198183932,0.26613143027059166,0.14433851282399998,0.36514643999999996
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:33:30,17.55,33.5,1,0.4633,0.4633,108.26,170.21,-61.95,20.67,75.29,0.4253,0.2698,21.77,NORMAL,0,0,0.44658,0.02467431863294204,0.42732000000000003,0.026691771516080685,-0.008099999999999996,0.008099999999999996,1.3479809677796581,-0.2224656156857112,0.143879695998,0.34881857000000005
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:34:00,17.567,34.0,1,0.4342,0.4342,128.53,133.12,-4.59,20.66,75.72,0.4228,0.2879,26.1,NORMAL,0,0,0.45022,0.019919638550936345,0.43105000000000004,0.02448329362374792,-0.029100000000000015,0.029100000000000015,0.12865916034044306,-0.01754251863176,0.13072714709599997,0.32877624
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:34:30,17.567,34.5,1,0.4518,0.4518,248.55,229.38,19.18,20.74,78.45,0.4417,0.2767,15.76,NORMAL,0,0,0.45566000000000006,0.014011709388934195,0.43594999999999995,0.023063402948297628,0.017600000000000005,0.017600000000000005,0.687235965808331,0.04011047642960269,0.144341791398,0.3544371
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:35:00,17.583,35.0,1,0.4635,0.4635,103.01,197.3,-94.29,20.49,73.43,0.4457,0.2697,18.79,NORMAL,0,0,0.45683999999999997,0.014457281902209218,0.44059,0.02351280738472331,0.011700000000000044,0.011700000000000044,0.974362594187076,-0.3139755585894576,0.150866798085,0.34034805000000007
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:35:30,17.583,35.5,1,0.4691,0.4691,177.0,74.4,102.6,20.07,73.24,0.4438,0.2665,50.44,NORMAL,0,0,0.45638000000000006,0.013904207996140826,0.44615,0.022962493573457966,0.005599999999999994,0.005599999999999994,0.999455913905083,0.4081145584725537,0.15270485643,0.34356884
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:36:00,17.6,36.0,1,0.4869,0.4869,84.7,145.54,-60.84,20.74,74.18,0.4571,0.2567,26.76,NORMAL,0,0,0.46109999999999995,0.019656423886351856,0.4538399999999999,0.022380209511480544,0.017799999999999983,0.017799999999999983,1.4771979673845794,-0.2642460041695621,0.16543032716700004,0.36118242
