event_id,event_type,zone_id,timestamp,hour_of_day,minutes_since_event_start,is_peak_hour,crowd_density,capacity_utilization,flow_rate_in,flow_rate_out,net_flow,temperature_celsius,noise_level_db,adjacent_zone_pressure,exit_proximity_score,dwell_time_minutes,anomaly_label,anomaly_code,is_anomaly
EVT-001,CONCERT,ZONE_C,2025-07-01T17:01:30,17.017,1.5,1,0.1291,0.1291,30.17,44.5,-14.33,17.99,63.02,0.0845,0.5,17.4,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:01:30,17.017,1.5,1,0.1164,0.1164,22.88,42.59,-19.7,17.41,63.54,0.1036,0.4,15.03,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:01:30,17.017,1.5,1,0.1072,0.1072,13.19,20.57,-7.38,17.47,58.03,0.0747,0.3,20.85,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:01:30,17.017,1.5,1,0.0595,0.0595,14.88,6.81,8.07,17.81,60.49,0.1121,0.4,43.64,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:01:30,17.017,1.5,1,0.1053,0.1053,5.75,9.02,-3.27,17.59,57.3,0.1047,0.8,23.34,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:01:30,17.017,1.5,1,0.0724,0.0724,9.11,8.06,1.05,17.76,57.29,0.1118,0.8,17.97,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:01:30,17.017,1.5,1,0.0811,0.0811,38.79,43.84,-5.05,17.74,57.26,0.1055,1.0,14.8,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:02:00,17.033,2.0,1,0.1037,0.1037,14.74,19.74,-5.0,19.25,63.42,0.0759,0.4,26.28,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:02:00,17.033,2.0,1,0.0861,0.0861,18.62,22.54,-3.92,18.01,61.29,0.1164,0.3,17.19,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:02:00,17.033,2.0,1,0.1078,0.1078,21.96,28.58,-6.62,17.49,58.79,0.1012,0.5,22.63,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:02:00,17.033,2.0,1,0.1055,0.1055,41.82,23.2,18.62,19.07,57.17,0.1075,0.4,25.02,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:02:00,17.033,2.0,1,0.1254,0.1254,13.2,9.36,3.84,17.98,61.33,0.0825,0.3,53.59,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:02:00,17.033,2.0,1,0.5123,0.5123,192.79,61.75,131.04,21.07,77.79,0.1146,0.1561,41.49,BOTTLENECK,3,1
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:02:00,17.033,2.0,1,0.0896,0.0896,4.18,4.41,-0.23,17.6,59.98,0.0949,0.8,40.64,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:02:00,17.033,2.0,1,0.1012,0.1012,7.91,8.65,-0.74,17.97,58.11,0.1155,0.8,23.39,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:02:00,17.033,2.0,1,0.0951,0.0951,26.61,35.32,-8.72,18.11,57.75,0.2074,1.0,21.54,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:02:30,17.033,2.5,1,0.0966,0.0966,33.8,8.62,25.18,18.17,55.86,0.2992,0.4,56.0,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:02:30,17.033,2.5,1,0.1157,0.1157,41.02,30.78,10.24,18.22,60.31,0.1022,0.3,16.92,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:02:30,17.033,2.5,1,0.1079,0.1079,33.77,28.02,5.75,18.76,54.72,0.1106,0.5,23.1,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:02:30,17.033,2.5,1,0.1112,0.1112,22.01,13.87,8.13,17.17,60.66,0.1167,0.4,44.08,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:02:30,17.033,2.5,1,0.123,0.123,20.66,16.24,4.41,18.11,58.43,0.3118,0.3,30.29,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:02:30,17.033,2.5,1,0.4116,0.4116,154.32,85.31,69.01,21.04,74.4,0.1098,0.1944,24.13,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:02:30,17.033,2.5,1,0.1278,0.1278,17.44,11.32,6.12,18.21,59.35,0.1061,0.8,22.57,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:02:30,17.033,2.5,1,0.1025,0.1025,12.65,12.78,-0.13,18.01,61.96,0.1171,0.8,16.04,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:02:30,17.033,2.5,1,0.1404,0.1404,28.16,74.67,-46.51,18.25,58.97,0.1818,0.8903,15.04,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:03:00,17.05,3.0,1,0.1343,0.1343,45.46,45.01,0.45,18.24,58.61,0.2637,0.4,14.92,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:03:00,17.05,3.0,1,0.1166,0.1166,28.29,24.4,3.89,16.94,60.86,0.1211,0.3,21.51,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:03:00,17.05,3.0,1,0.1216,0.1216,36.14,35.0,1.13,17.83,61.65,0.1139,0.5,20.84,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:03:00,17.05,3.0,1,0.12,0.12,39.25,25.09,14.15,17.83,62.03,0.1223,0.4,26.3,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:03:00,17.05,3.0,1,0.1414,0.1414,37.2,16.9,20.29,17.85,61.07,0.2658,0.3,33.47,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:03:00,17.05,3.0,1,0.3311,0.3311,126.08,64.7,61.38,19.74,72.86,0.1379,0.2417,25.59,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:03:00,17.05,3.0,1,0.1072,0.1072,14.32,8.87,5.46,18.02,62.48,0.1255,0.8,24.17,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:03:00,17.05,3.0,1,0.1337,0.1337,7.25,16.52,-9.27,18.12,57.01,0.1307,0.8,16.19,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:03:00,17.05,3.0,1,0.1497,0.1497,24.83,47.88,-23.05,17.55,59.23,0.1767,0.8352,25.01,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:03:30,17.05,3.5,1,0.1316,0.1316,49.41,38.14,11.27,17.5,56.3,0.2238,0.4,17.25,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:03:30,17.05,3.5,1,0.1157,0.1157,36.56,10.86,25.7,18.15,61.73,0.1266,0.3,47.95,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:03:30,17.05,3.5,1,0.1363,0.1363,28.18,18.7,9.47,18.34,62.78,0.1179,0.5,43.73,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:03:30,17.05,3.5,1,0.1276,0.1276,15.56,10.74,4.82,18.59,56.76,0.1389,0.4,65.37,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:03:30,17.05,3.5,1,0.1017,0.1017,28.87,7.38,21.49,18.34,59.01,0.2293,0.3,55.1,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:03:30,17.05,3.5,1,0.291,0.291,102.24,25.03,77.2,19.1,70.8,0.1166,0.275,58.11,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:03:30,17.05,3.5,1,0.1041,0.1041,6.1,11.53,-5.43,17.54,58.97,0.1236,0.8,18.05,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:03:30,17.05,3.5,1,0.1695,0.1695,19.22,6.1,13.12,17.99,63.58,0.1146,0.8,55.56,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:03:30,17.05,3.5,1,0.1162,0.1162,28.26,18.64,9.62,17.82,58.09,0.1716,1.0,49.89,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:04:00,17.067,4.0,1,0.1364,0.1364,37.06,15.67,21.39,18.9,60.45,0.2033,0.4,43.51,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:04:00,17.067,4.0,1,0.1213,0.1213,32.18,36.42,-4.25,18.31,60.2,0.1364,0.3,14.99,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:04:00,17.067,4.0,1,0.1709,0.1709,27.84,22.94,4.9,18.6,64.84,0.1244,0.4877,44.69,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:04:00,17.067,4.0,1,0.1262,0.1262,40.3,26.12,14.17,17.74,57.5,0.1363,0.4,26.56,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:04:00,17.067,4.0,1,0.0716,0.0716,6.34,10.88,-4.54,18.69,60.43,0.2086,0.3,26.31,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:04:00,17.067,4.0,1,0.2393,0.2393,74.34,60.6,13.74,19.16,67.01,0.104,0.3343,19.75,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:04:00,17.067,4.0,1,0.1267,0.1267,11.63,12.53,-0.9,19.46,61.15,0.1288,0.8,20.23,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:04:00,17.067,4.0,1,0.1792,0.1792,26.98,15.31,11.67,18.5,61.51,0.0989,0.8,23.42,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:04:00,17.067,4.0,1,0.1158,0.1158,45.98,19.79,26.18,18.41,62.38,0.1682,1.0,46.79,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:04:30,17.067,4.5,1,0.1424,0.1424,21.62,22.96,-1.34,17.37,60.73,0.1803,0.4,30.99,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:04:30,17.067,4.5,1,0.0821,0.0821,15.64,8.66,6.98,17.45,55.69,0.1566,0.3,42.65,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:04:30,17.067,4.5,1,0.1194,0.1194,57.11,41.16,15.95,17.82,61.3,0.1041,0.5,17.4,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:04:30,17.067,4.5,1,0.1086,0.1086,34.92,9.31,25.61,18.41,60.58,0.0955,0.4,64.14,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:04:30,17.067,4.5,1,0.0913,0.0913,25.63,25.34,0.28,17.39,57.33,0.174,0.3,14.41,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:04:30,17.067,4.5,1,0.2242,0.2242,52.57,41.02,11.55,19.67,65.35,0.1168,0.3568,27.33,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:04:30,17.067,4.5,1,0.1588,0.1588,9.22,7.92,1.3,18.19,63.05,0.1122,0.8,40.08,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:04:30,17.067,4.5,1,0.1597,0.1597,15.79,15.1,0.69,17.23,60.62,0.1,0.8,21.16,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:04:30,17.067,4.5,1,0.0919,0.0919,42.83,37.28,5.55,17.76,58.82,0.1486,1.0,19.72,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:05:00,17.083,5.0,1,0.1431,0.1431,28.85,43.98,-15.13,18.57,62.03,0.1531,0.4,16.27,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:05:00,17.083,5.0,1,0.1256,0.1256,42.14,26.72,15.42,17.63,58.16,0.1313,0.3,21.15,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:05:00,17.083,5.0,1,0.1168,0.1168,52.61,34.84,17.77,17.7,62.06,0.1171,0.5,20.12,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:05:00,17.083,5.0,1,0.1275,0.1275,53.05,27.81,25.24,18.26,57.84,0.1041,0.4,25.22,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:05:00,17.083,5.0,1,0.112,0.112,27.86,22.34,5.52,17.31,62.71,0.1759,0.3,20.06,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:05:00,17.083,5.0,1,0.2131,0.2131,79.07,58.22,20.84,18.27,64.0,0.1276,0.3754,18.3,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:05:00,17.083,5.0,1,0.154,0.154,19.69,12.08,7.62,17.96,62.4,0.1344,0.8,25.51,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:05:00,17.083,5.0,1,0.1578,0.1578,11.77,17.47,-5.7,17.58,59.54,0.1198,0.8,18.06,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:05:00,17.083,5.0,1,0.0964,0.0964,61.05,31.3,29.75,17.03,60.37,0.1502,1.0,24.65,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:05:30,17.083,5.5,1,0.1526,0.1526,51.97,50.24,1.73,18.75,62.76,0.1693,0.4,15.18,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:05:30,17.083,5.5,1,0.1222,0.1222,14.61,28.68,-14.07,17.41,61.39,0.1347,0.3,19.18,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:05:30,17.083,5.5,1,0.0994,0.0994,40.57,10.55,30.03,17.63,62.37,0.1249,0.5,56.52,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:05:30,17.083,5.5,1,0.131,0.131,36.64,37.63,-0.99,18.43,59.83,0.1057,0.4,19.14,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:05:30,17.083,5.5,1,0.1404,0.1404,19.24,34.77,-15.53,19.07,66.42,0.172,0.3,16.15,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:05:30,17.083,5.5,1,0.1618,0.1618,35.44,24.36,11.08,18.34,60.05,0.1465,0.4,33.21,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:05:30,17.083,5.5,1,0.1691,0.1691,21.33,20.09,1.23,19.52,62.95,0.1374,0.8,16.83,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:05:30,17.083,5.5,1,0.1508,0.1508,16.43,21.07,-4.64,17.71,58.32,0.1357,0.8,14.31,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:05:30,17.083,5.5,1,0.1101,0.1101,43.89,19.72,24.16,18.86,57.75,0.1362,1.0,44.66,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:06:00,17.1,6.0,1,0.1456,0.1456,42.28,24.67,17.61,18.14,58.17,0.142,0.4,29.51,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:06:00,17.1,6.0,1,0.1198,0.1198,19.99,34.69,-14.7,17.24,57.16,0.1225,0.3,15.54,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:06:00,17.1,6.0,1,0.1155,0.1155,44.73,32.91,11.81,18.2,58.77,0.1254,0.5,21.06,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:06:00,17.1,6.0,1,0.1364,0.1364,22.0,47.33,-25.33,18.42,61.98,0.128,0.4,15.85,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:06:00,17.1,6.0,1,0.1484,0.1484,27.49,24.46,3.03,18.95,60.64,0.1491,0.3,24.28,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:06:00,17.1,6.0,1,0.1488,0.1488,39.98,15.33,24.65,18.1,60.85,0.147,0.4,48.53,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:06:00,17.1,6.0,1,0.1665,0.1665,7.37,22.57,-15.19,18.06,60.93,0.1327,0.8,14.75,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:06:00,17.1,6.0,1,0.1113,0.1113,10.53,9.65,0.87,18.58,59.52,0.1424,0.8,23.05,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:06:00,17.1,6.0,1,0.1119,0.1119,21.15,47.79,-26.64,17.58,61.15,0.1366,1.0,18.73,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:06:30,17.1,6.5,1,0.159,0.159,21.24,49.65,-28.4,18.4,61.73,0.1343,0.4,16.01,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:06:30,17.1,6.5,1,0.0953,0.0953,19.68,24.85,-5.17,17.39,59.1,0.1372,0.3,17.26,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:06:30,17.1,6.5,1,0.1097,0.1097,32.11,34.6,-2.49,18.75,60.5,0.1159,0.5,19.02,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:06:30,17.1,6.5,1,0.1371,0.1371,35.92,40.82,-4.89,18.26,62.27,0.1291,0.4,18.47,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:06:30,17.1,6.5,1,0.1553,0.1553,12.77,15.75,-2.98,18.78,58.75,0.143,0.3,39.44,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:06:30,17.1,6.5,1,0.1417,0.1417,38.38,33.64,4.74,17.34,61.58,0.1572,0.4,21.07,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:06:30,17.1,6.5,1,0.2042,0.2042,12.15,23.48,-11.33,18.32,64.21,0.1272,0.8,17.39,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:06:30,17.1,6.5,1,0.1086,0.1086,12.2,15.02,-2.81,18.57,58.04,0.1462,0.8,14.46,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:06:30,17.1,6.5,1,0.1477,0.1477,66.2,31.78,34.43,18.64,63.12,0.1369,0.8466,37.18,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:07:00,17.117,7.0,1,0.1396,0.1396,14.76,16.83,-2.07,17.61,64.65,0.1185,0.4,41.49,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:07:00,17.117,7.0,1,0.1589,0.1589,52.48,34.07,18.4,18.41,62.55,0.1247,0.3,20.98,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:07:00,17.117,7.0,1,0.1206,0.1206,36.5,50.33,-13.83,18.07,60.27,0.148,0.5,14.38,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:07:00,17.117,7.0,1,0.1819,0.1819,27.63,64.4,-36.76,18.61,62.78,0.138,0.3997,15.54,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:07:00,17.117,7.0,1,0.1445,0.1445,13.31,27.57,-14.26,18.54,62.28,0.1618,0.3,20.96,NORMAL,0,0
EVT-001,CONCERT,ZONE_F,2025-07-01T17:07:00,17.117,7.0,1,0.1269,0.1269,35.38,17.59,17.79,18.66,60.79,0.1421,0.4,36.07,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_NORTH,2025-07-01T17:07:00,17.117,7.0,1,0.1675,0.1675,14.66,17.51,-2.85,19.12,64.74,0.1492,0.8,19.13,NORMAL,0,0
EVT-001,CONCERT,ENTRY_GATE_SOUTH,2025-07-01T17:07:00,17.117,7.0,1,0.1067,0.1067,9.64,9.24,0.4,17.89,58.65,0.1632,0.8,23.09,NORMAL,0,0
EVT-001,CONCERT,CONCOURSE_MAIN,2025-07-01T17:07:00,17.117,7.0,1,0.1498,0.1498,30.74,76.63,-45.89,18.13,62.23,0.1423,0.8343,15.64,NORMAL,0,0
EVT-001,CONCERT,ZONE_A,2025-07-01T17:07:30,17.117,7.5,1,0.1293,0.1293,20.68,40.26,-19.58,18.33,58.5,0.1429,0.4,16.07,NORMAL,0,0
EVT-001,CONCERT,ZONE_B,2025-07-01T17:07:30,17.117,7.5,1,0.1104,0.1104,36.11,17.81,18.31,17.96,62.4,0.125,0.3,27.9,NORMAL,0,0
EVT-001,CONCERT,ZONE_C,2025-07-01T17:07:30,17.117,7.5,1,0.1108,0.1108,36.03,13.8,22.23,17.83,58.48,0.1462,0.5,48.18,NORMAL,0,0
EVT-001,CONCERT,ZONE_D,2025-07-01T17:07:30,17.117,7.5,1,0.1642,0.1642,29.14,50.49,-21.35,18.28,66.2,0.1276,0.4,17.89,NORMAL,0,0
EVT-001,CONCERT,ZONE_E,2025-07-01T17:07:30,17.117,7.5,1,0.1804,0.1804,52.85,26.48,26.37,18.76,69.47,0.1456,0.3,27.24,NORMAL,0,0
